"시도별","시점",과채류:면적 (ha),과채류:생산량 (톤),수박:면적 (ha),수박:생산량 (톤),노지수박:면적 (ha),노지수박:10a당 생산량 (kg),노지수박:생산량 (톤),시설수박:면적 (ha),시설수박:10a당 생산량 (kg),시설수박:생산량 (톤),참외:면적 (ha),참외:생산량 (톤),노지참외:면적 (ha),노지참외:10a당 생산량 (kg),노지참외:생산량 (톤),시설참외:면적 (ha),시설참외:10a당 생산량 (kg),시설참외:생산량 (톤),딸기:면적 (ha),딸기:생산량 (톤),노지딸기:면적 (ha),노지딸기:10a당 생산량 (kg),노지딸기:생산량 (톤),시설딸기:면적 (ha),시설딸기:10a당 생산량 (kg),시설딸기:생산량 (톤),오이:면적 (ha),오이:생산량 (톤),노지오이:면적 (ha),노지오이:10a당 생산량 (kg),노지오이:생산량 (톤),시설오이:면적 (ha),시설오이:10a당 생산량 (kg),시설오이:생산량 (톤),호박:면적 (ha),호박:생산량 (톤),노지호박:면적 (ha),노지호박:10a당 생산량 (kg),노지호박:생산량 (톤),시설호박:면적 (ha),시설호박:10a당 생산량 (kg),시설호박:생산량 (톤),토마토:면적 (ha),토마토:생산량 (톤),노지토마토:면적 (ha),노지토마토:10a당 생산량 (kg),노지토마토:생산량 (톤),시설토마토:면적 (ha),시설토마토:10a당 생산량 (kg),시설토마토:생산량 (톤)
"계","1991",61915,1496121,30233,723997,22807,2259,515242,7426,2811,208755,8938,203480,3924,1711,67139,5014,2719,136341,6053,100518,2050,1206,24718,4003,1894,75800,8416,267146,3752,2417,90678,4664,3784,176468,5774,110606,4085,1760,71913,1689,2291,38693,2501,90374,569,2795,15902,1932,3855,74472
"계","1992",67014,1685673,35082,841630,25520,2223,567210,9562,2870,274420,8418,209834,3011,1732,52137,5407,2917,157697,6054,107990,1823,1396,25441,4231,1951,82549,7949,273041,2973,2537,75429,4976,3971,197612,6410,135740,4037,1968,79464,2373,2372,56276,3101,117438,678,3162,21440,2423,3962,95998
"계","1993",73091,1888927,36572,865127,24785,2137,529779,11787,2845,335348,9238,231521,2762,1745,48206,6476,2831,183315,7296,137351,2048,1245,25494,5248,2131,111857,8744,348547,3117,2535,79015,5627,4790,269532,7779,163099,4843,1801,87233,2936,2584,75866,3462,143282,516,3076,15873,2946,4325,127409
"계","1994",72052,1871886,34535,858025,19540,2218,433357,14995,2832,424668,10251,258067,2337,1648,38504,7914,2774,219563,7425,151263,1698,1322,22449,5727,2249,128814,8710,303436,2948,2453,72301,5762,4011,231135,7512,152392,5178,1825,94522,2334,2479,57870,3619,148703,598,3218,19245,3021,4285,129458
"계","1995",84846,2293724,45207,1120124,26230,2242,588022,18977,2804,532102,11999,331126,2254,1699,38288,9745,3005,292838,7394,168528,1193,1354,16151,6201,2457,152377,8548,337348,2600,2969,77206,5948,4374,260142,7080,159185,4124,1939,79962,2956,2680,79223,3927,177413,593,3218,19080,3334,4749,158333
"계","1996",75586,2083281,39270,866499,20518,1864,382387,18752,2582,484112,10679,291710,1481,1682,24911,9198,2901,266799,7143,170089,907,1437,13036,6236,2518,157053,7191,359708,2195,2747,60307,4996,5993,299401,7259,172332,4454,2050,91311,2805,2888,81021,4044,222943,216,3327,7187,3828,5636,215756
"계","1997",75636,2209373,40204,1005553,19576,1981,387865,20628,2994,617688,10395,294081,1196,1777,21258,9199,2966,272823,6303,151199,731,1439,10521,5572,2525,140678,6624,332877,1853,3057,56652,4771,5790,276225,7447,180779,4742,2121,100560,2705,2966,80219,4663,244884,323,3663,11830,4340,5370,233054
"계","1998",70199,2158934,33533,870282,14344,2203,315978,19189,2889,554304,10412,298664,1047,1805,18898,9365,2987,279766,6553,155521,600,1366,8197,5953,2475,147324,7894,408317,2172,3000,65151,5722,5997,343166,7701,194598,4430,1840,81529,3271,3457,113069,4106,231552,273,4044,11040,3833,5753,220512
"계","1999",72532,2335005,34499,936658,13200,1929,254628,21299,3202,682030,10859,319374,814,1914,15582,10045,3024,303792,6327,152481,579,1511,8749,5748,2501,143732,7692,418796,1728,3404,58815,5964,6036,359981,8145,216958,4286,2130,91289,3859,3257,125669,5010,290738,258,4166,10747,4752,5892,279991
"계","2000",68363,2406699,30451,922746,9499,2365,224695,20952,3332,698051,10203,332780,754,1778,13405,9449,3380,319375,7090,180501,535,1473,7878,6555,2633,172623,7269,453525,1426,3837,54717,5843,6825,398808,8434,240484,4516,2362,106660,3918,3416,133824,4916,276663,170,4256,7236,4746,5677,269427
"계","2001",63782,2375117,28451,948953,7951,2371,188548,20500,3709,760405,8655,270325,600,1929,11573,8055,3212,258752,7567,202966,348,1418,4935,7219,2743,198031,6969,451518,1557,4030,62744,5412,7184,388774,8792,295592,4694,2515,118070,4098,4332,177522,3348,205763,130,4255,5532,3218,6222,200231
"계","2002",61109,2263596,25873,839644,6133,2406,147545,19740,3506,692099,7968,247187,478,2053,9814,7490,3169,237373,7816,209938,365,1399,5108,7451,2749,204830,6886,463707,1392,4085,56858,5494,7405,406849,9035,276521,4921,2427,119411,4114,3819,157110,3531,226599,178,4558,8114,3353,6516,218485
"서울특별시","1991",136,4282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,1560,5,2500,125,47,3053,1435,80,2600,21,1773,372,59,3777,2228,4,122,1,3400,34,3,2927,88
"서울특별시","1992",126,3417,3,71,3,2380,71,0,0,0,2,37,2,1828,37,0,0,0,0,0,0,0,0,0,0,0,26,458,1,2484,25,25,1730,433,81,2349,23,2158,496,58,3195,1853,14,502,3,3000,90,11,3742,412
"서울특별시","1993",182,4409,1,20,1,1960,20,0,0,0,3,47,3,1570,47,0,0,0,0,0,0,0,0,0,0,0,46,686,5,2481,124,41,1370,562,94,2574,19,1916,364,75,2946,2210,38,1082,1,2600,26,37,2855,1056
"서울특별시","1994",148,3384,2,38,2,1889,38,0,0,0,3,42,3,1416,42,0,0,0,0,0,0,0,0,0,0,0,37,617,2,2188,44,35,1636,573,89,2084,18,1815,327,71,2475,1757,17,603,3,2000,60,14,3875,543
"서울특별시","1995",158,4965,5,105,5,2094,105,0,0,0,24,362,24,1510,362,0,0,0,0,0,0,0,0,0,0,0,23,434,6,2200,132,17,1778,302,93,3769,11,2143,236,82,4309,3533,13,295,2,3000,60,11,2139,235
"서울특별시","1996",129,3490,0,0,0,0,0,0,0,0,3,100,3,3333,100,0,0,0,0,0,0,0,0,0,0,0,11,234,0,0,0,11,2130,234,109,2988,30,2487,746,79,2838,2242,6,168,0,0,0,6,2800,168
"서울특별시","1997",66,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,483,0,0,0,14,3452,483,48,1338,27,2141,578,21,3620,760,4,149,1,3164,32,3,3892,117
"서울특별시","1998",80,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,1,940,9,1,1664,17,25,571,1,2746,27,24,2268,544,52,1993,14,1955,274,38,4524,1719,1,19,1,1944,19,0,0,0
"서울특별시","1999",114,1923,0,0,0,0,0,0,0,0,1,19,1,1893,19,0,0,0,0,0,0,0,0,0,0,0,29,724,28,2442,684,1,4030,40,81,1090,24,1987,477,57,1075,613,3,90,3,3000,90,0,0,0
"서울특별시","2000",52,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,504,0,0,0,17,2962,504,33,743,16,1974,316,17,2509,427,2,59,2,2967,59,0,0,0
"서울특별시","2001",84,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,631,1,3330,33,20,2990,598,59,1018,13,2300,299,46,1562,719,4,127,2,4192,84,2,2129,43
"서울특별시","2002",65,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1862,0,0,0,29,6420,1862,30,768,14,2117,296,16,2950,472,6,356,0,0,0,6,5938,356
"부산광역시","1991",499,11900,63,1699,59,2700,1593,4,2662,106,-,-,-,-,-,-,-,-,13,260,-,-,-,13,2003,260,137,3754,50,2911,1456,87,2641,2298,125,2827,87,2073,1804,38,2691,1023,161,3360,1,3000,30,160,2081,3330
"부산광역시","1992",614,16590,52,1361,23,2500,575,29,2711,786,1,24,0,0,0,1,2357,24,0,0,0,0,0,0,0,0,213,5525,53,2540,1346,160,2612,4179,136,2983,92,2268,2087,44,2037,896,212,6697,4,2268,91,208,3176,6606
"부산광역시","1993",472,13436,27,682,19,2500,475,8,2590,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,5109,22,3013,663,169,2631,4446,78,1998,36,2025,729,42,3021,1269,176,5647,11,3180,350,165,3210,5297
"부산광역시","1994",502,13007,36,902,13,2270,295,23,2640,607,0,0,0,0,0,0,0,0,1,21,0,0,0,1,2131,21,177,5011,16,2770,443,161,2837,4568,76,1767,22,1910,420,54,2494,1347,212,5306,2,2490,50,210,2503,5256
"부산광역시","1995",689,21519,117,3702,12,3726,447,105,3100,3255,1,23,0,0,0,1,2260,23,3,69,1,2345,23,2,2319,46,196,6211,12,2996,360,184,3180,5851,153,4029,37,2322,859,116,2733,3170,219,7485,16,2867,459,203,3461,7026
"부산광역시","1996",535,31925,30,819,13,2247,292,17,3100,527,18,424,3,1994,60,15,2429,364,1,16,1,1578,16,0,0,0,162,12855,28,6641,1859,134,8206,10996,84,2662,35,2808,983,49,3426,1679,240,15149,7,6385,447,233,6310,14702
"부산광역시","1997",583,32478,88,2188,18,2275,410,70,2540,1778,8,202,1,2335,23,7,2554,179,0,0,0,0,0,0,0,0,149,10876,46,6370,2930,103,7715,7946,71,1892,34,2420,823,37,2890,1069,267,17320,5,4485,224,262,6525,17096
"부산광역시","1998",658,33345,66,2490,8,1400,112,58,4100,2378,4,100,0,0,0,4,2502,100,0,0,0,0,0,0,0,0,149,9901,22,5900,1298,127,6774,8603,231,7752,171,2740,4685,60,5112,3067,208,13102,27,3800,1026,181,6672,12076
"부산광역시","1999",622,34643,64,2298,2,3000,60,62,3609,2238,7,146,2,1500,30,5,2327,116,2,48,2,2416,48,0,0,0,101,7645,20,3600,720,81,8549,6925,161,4549,56,1911,1070,105,3313,3479,287,19957,23,3724,857,264,7235,19100
"부산광역시","2000",520,29988,45,1583,0,0,0,45,3517,1583,10,244,0,0,0,10,2442,244,0,0,0,0,0,0,0,0,102,7297,19,3750,713,83,7933,6584,110,4424,42,2189,919,68,5154,3505,253,16440,4,5500,220,249,6514,16220
"부산광역시","2001",560,35526,30,1044,1,2473,25,29,3515,1019,6,122,6,2030,122,0,0,0,14,378,0,0,0,14,2700,378,111,8699,3,4500,135,108,7930,8564,134,8134,39,6240,2434,95,6000,5700,265,17149,3,6247,187,262,6474,16962
"부산광역시","2002",575,36969,29,995,2,2239,45,27,3520,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,8297,1,4962,50,104,7930,8247,192,11565,20,3858,772,172,6275,10793,249,16112,13,6897,897,236,6447,15215
"대구광역시","1991",493,12510,21,638,4,2204,88,17,3236,550,1,17,1,1708,17,-,-,-,15,242,15,1612,242,-,-,-,49,1220,30,2442,733,19,2563,487,193,3976,169,2046,3458,24,2157,518,214,6417,13,2975,387,201,3000,6030
"대구광역시","1992",312,8376,17,565,1,2300,23,16,3386,542,0,0,0,0,0,0,0,0,8,132,8,1650,132,0,0,0,34,835,22,2430,535,12,2504,300,96,1879,11,2000,220,85,1952,1659,157,4965,10,2920,292,147,3179,4673
"대구광역시","1993",242,6492,39,1040,4,2315,93,35,2706,947,0,0,0,0,0,0,0,0,6,99,6,1650,99,0,0,0,48,1154,23,2360,543,25,2442,611,43,861,18,2060,371,25,1961,490,106,3338,8,2930,234,98,3167,3104
"대구광역시","1994",372,7968,26,425,0,0,0,26,1636,425,43,1290,0,0,0,43,3000,1290,6,99,6,1650,99,0,0,0,34,723,11,2230,245,23,2077,478,64,1177,19,1883,358,45,1821,819,199,4254,22,2673,588,177,2071,3666
"대구광역시","1995",984,35458,263,8782,0,0,0,263,3339,8782,446,9545,13,2843,370,433,2119,9175,0,0,0,0,0,0,0,0,118,3882,9,2740,247,109,3335,3635,171,3273,31,1920,595,140,1913,2678,240,9976,38,5828,2215,202,3842,7761
"대구광역시","1996",820,25619,272,8562,1,3075,31,271,3148,8531,252,7386,0,0,0,252,2931,7386,0,0,0,0,0,0,0,0,38,1077,2,2471,49,36,2856,1028,74,1519,40,1965,786,34,2155,733,184,7075,0,0,0,184,3845,7075
"대구광역시","1997",738,21229,252,6491,6,2594,156,246,2575,6335,208,5990,0,0,0,208,2880,5990,0,0,0,0,0,0,0,0,28,1025,0,0,0,28,3662,1025,104,2171,52,2191,1139,52,1985,1032,146,5552,2,4356,87,144,3795,5465
"대구광역시","1998",718,21583,240,7591,2,2222,44,238,3171,7547,207,6058,6,1895,114,201,2957,5944,0,0,0,0,0,0,0,0,27,743,0,0,0,27,2752,743,93,2007,43,2343,1007,50,2000,1000,151,5184,5,5186,259,146,3373,4925
"대구광역시","1999",728,32472,238,8132,0,0,0,238,3417,8132,218,5857,1,2002,20,217,2690,5837,0,0,0,0,0,0,0,0,40,4541,8,1901,152,32,13717,4389,105,2939,55,1551,853,50,4171,2086,127,11003,7,5388,377,120,8855,10626
"대구광역시","2000",709,28410,284,8744,11,2405,265,273,3106,8479,195,5290,7,2416,169,188,2724,5121,0,0,0,0,0,0,0,0,34,4296,0,0,0,34,12634,4296,97,3355,47,2282,1073,50,4563,2282,99,6725,1,4134,41,98,6820,6684
"대구광역시","2001",642,34110,266,10627,0,0,0,266,3995,10627,138,5346,0,0,0,138,3874,5346,0,0,0,0,0,0,0,0,41,4789,0,0,0,41,11681,4789,81,2944,31,2890,896,50,4095,2048,116,10404,1,6802,68,115,8988,10336
"대구광역시","2002",623,28791,240,8035,0,0,0,240,3348,8035,107,3047,0,0,0,107,2848,3047,0,0,0,0,0,0,0,0,44,4200,2,3790,76,42,9820,4124,108,4506,29,2190,635,79,4900,3871,124,9003,5,6650,333,119,7286,8670
"인천광역시","1991",101,1713,8,191,8,2389,191,-,-,-,10,184,10,1836,184,-,-,-,10,103,9,1010,91,1,1195,12,18,435,11,2823,311,7,1769,124,21,349,21,1663,349,-,-,-,34,451,5,2093,105,29,1193,346
"인천광역시","1992",114,2135,7,163,5,2380,119,2,2217,44,13,250,10,1828,183,3,2236,67,4,42,4,1041,42,0,0,0,16,361,5,2867,143,11,1983,218,51,832,40,1630,652,11,1636,180,23,487,3,2083,62,20,2127,425
"인천광역시","1993",133,3446,16,313,14,1926,270,2,2146,43,12,180,12,1500,180,0,0,0,14,155,12,1050,126,2,1425,29,18,863,5,2419,121,13,5708,742,47,969,36,1598,575,11,3579,394,26,966,3,2179,65,23,3919,901
"인천광역시","1994",98,2203,7,122,6,1667,100,1,2237,22,6,99,6,1658,99,0,0,0,5,46,5,913,46,0,0,0,8,276,5,2447,122,3,5130,154,51,890,44,1516,667,7,3182,223,21,770,4,3417,137,17,3724,633
"인천광역시","1995",322,7714,22,396,20,1755,351,2,2232,45,42,623,40,1459,584,2,1935,39,35,438,23,719,165,12,2271,273,113,3541,32,2740,877,81,3289,2664,89,2189,76,1899,1443,13,5736,746,19,527,14,2609,365,5,3249,162
"인천광역시","1996",247,9461,23,472,11,2045,225,12,2061,247,31,510,30,1636,491,1,1897,19,12,104,12,870,104,0,0,0,102,6654,36,2880,1037,66,8511,5617,59,1009,58,1706,989,1,2017,20,20,712,15,3411,512,5,4000,200
"인천광역시","1997",281,10306,20,453,10,2578,258,10,1950,195,28,531,25,1860,465,3,2202,66,12,95,12,794,95,0,0,0,114,6715,47,3113,1463,67,7839,5252,75,1525,68,1988,1352,7,2470,173,32,987,15,3201,480,17,2984,507
"인천광역시","1998",287,14292,28,623,9,2114,190,19,2281,433,29,505,28,1715,480,1,2497,25,8,63,8,783,63,0,0,0,127,10972,23,3594,827,104,9755,10145,79,1507,75,1736,1302,4,5136,205,16,622,8,3564,285,8,4211,337
"인천광역시","1999",382,18637,40,827,16,2094,335,24,2049,492,39,669,36,1672,602,3,2232,67,20,254,11,995,109,9,1606,145,163,13816,20,3733,747,143,9139,13069,82,1467,72,1652,1189,10,2777,278,38,1604,14,3242,454,24,4791,1150
"인천광역시","2000",444,27109,16,374,10,2068,207,6,2775,167,32,644,27,1910,516,5,2551,128,16,159,10,994,99,6,1000,60,246,22821,18,5386,969,228,9584,21852,107,1934,85,1758,1494,22,2000,440,27,1177,10,3071,307,17,5117,870
"인천광역시","2001",451,20448,37,919,12,2200,264,25,2619,655,42,839,29,1995,579,13,2000,260,20,276,15,1002,150,5,2518,126,212,14471,22,5244,1154,190,7009,13317,92,1427,74,1624,1202,18,1250,225,48,2516,11,5763,634,37,5087,1882
"인천광역시","2002",479,25117,28,743,10,2092,209,18,2965,534,26,522,24,1982,476,2,2315,46,20,184,16,1000,160,4,603,24,281,18939,16,6028,964,265,6783,17975,81,2788,77,3401,2619,4,4213,169,43,1941,10,2939,294,33,4990,1647
"광주광역시","1991",1239,26929,802,15967,627,2010,12603,175,1922,3364,63,1114,53,1800,954,10,1604,160,26,432,2,1463,29,24,1680,403,71,2304,3,2545,76,68,3276,2228,161,3164,96,1900,1824,65,2062,1340,116,3948,17,3239,551,99,3431,3397
"광주광역시","1992",1377,31579,905,19129,675,2023,13655,230,2380,5474,37,696,32,1782,570,5,2516,126,44,811,8,1717,137,36,1873,674,94,3173,4,2670,107,90,3407,3066,195,4103,97,2011,1951,98,2196,2152,102,3667,19,3309,629,83,3660,3038
"광주광역시","1993",1559,36572,1154,25008,843,2000,16860,311,2620,8148,53,1240,14,1800,252,39,2533,988,12,177,6,1000,60,6,1948,117,86,3356,14,3135,439,72,4051,2917,153,3179,69,1800,1242,84,2306,1937,101,3612,3,3000,90,98,3594,3522
"광주광역시","1994",1805,41252,1278,25527,757,1900,14383,521,2139,11144,125,2904,56,1841,1031,69,2715,1873,7,108,7,1542,108,0,0,0,91,3536,1,2908,29,90,3897,3507,166,3500,67,1800,1206,99,2317,2294,138,5677,5,3000,150,133,4156,5527
"광주광역시","1995",1665,44769,1274,26607,812,1885,15306,462,2446,11301,142,3354,63,1912,1205,79,2720,2149,20,427,3,4476,134,17,1722,293,62,2485,1,2933,29,61,4026,2456,166,3909,30,2040,612,136,2424,3297,208,7987,0,0,0,208,3840,7987
"광주광역시","1996",2067,46268,1388,24193,757,962,7282,631,2680,16911,65,1743,5,1902,95,60,2746,1648,32,632,4,4500,180,28,1613,452,62,2798,1,3150,32,61,4534,2766,212,5226,18,2066,372,194,2502,4854,308,11676,0,0,0,308,3791,11676
"광주광역시","1997",1747,46854,1046,24877,517,2176,11250,529,2576,13627,48,1318,0,0,0,48,2746,1318,48,836,7,1433,100,41,1794,736,105,3586,0,0,0,105,3415,3586,205,5054,15,1952,293,190,2506,4761,295,11183,0,0,0,295,3791,11183
"광주광역시","1998",1620,72908,871,24898,395,2217,8757,476,3391,16141,16,453,5,2833,142,11,2831,311,50,1367,1,1475,15,49,2759,1352,139,10651,2,6600,132,137,7678,10519,310,19480,26,1935,503,284,6682,18977,234,16059,0,0,0,234,6863,16059
"광주광역시","1999",1709,41159,861,18032,402,2395,9628,459,1831,8404,49,1293,6,1983,119,43,2730,1174,55,1013,0,0,0,55,1842,1013,127,4053,2,7000,140,125,3130,3913,311,7814,10,1958,196,301,2531,7618,306,8954,0,0,0,306,2926,8954
